ç·¨è?,ç­”æ?,é¡žè?é¡Œç›®
0321,"ÃD¥Ø?21
???°Ñ¦Òµª®×¡GD

???¸Ô²Ó¸ÑÄÀ¡G
ªþªÏ°©ÀfÄÝ©ó¥~°¼°©¬[¡A­t³dÂßÅé¬¡°Ê¡C
The appendicular skeleton is the outer portion of the skeleton, responsible for movement.

¥¦¥]¬A¤WªÏ±a°©¡]1¡GªÓ±a¡^»P¤UªÏ±a°©¡]4¡GÆb±a¡^¡AÁÙ¦³¥|ªÏªø°©¡]3¡^¡C
It includes the pectoral girdle (1), the pelvic girdle (4), and the limb bones (3).

¦Ø°©¡]2¡^ÄÝ©ó¤¤¶b°©Àf¡A¥Î©ó«OÅ@¯ÝµÄ¾¹©x¡C
The ribs (2) belong to the axial skeleton, serving as protection for thoracic organs.

???¦Ò¸Õ´£¿ô¡G
¡u¶b°©Àf¡v=?ÀY°© + ¯á¬W + ¦Ø°©¡F
¡uªþªÏ°©Àf¡v=?¥|ªÏ + ªÓ±a + Æb±a¡C
Remember: Axial?=?head, spine, ribs; Appendicular?=?limbs, pectoral and pelvic girdles.",
0322,"ÃD¥Ø?22
???°Ñ¦Òµª®×¡GB

???¸Ô²Ó¸ÑÄÀ¡G
¦Ø°©Áö§t°©Åè¡A¯à¦b¨ä¤¤§Î¦¨¬õ¦å²y¡A¦ý¬õ¦å²y¤£·|³Qªø´Á¶J¦s¦b¤º¡C
Ribs contain bone marrow where red blood cells are produced, but RBCs are not stored there.

A?»P?C?´y­zªº°Ê§@ÄÝ©ó§l®ð»P¤ä¼µ¥\¯à¡FD?«h¬O¦Ø°©ªº«OÅ@¥\¯à¡A¬Ò¥¿½T¡C
A?and?C?describe inspiration and support functions; D?refers to protection¡Xall true.

???¦Ò¸Õ´£¿ô¡G
¦Ø°©ªº¡u¬õ¦å²y¥Í¦¨¡v§O»P¡u¬õ¦å²y¶J¦s¡v²V²c¡F¥Í¦¨¦b°©Åè¤¤¡AÄÀ©ñ«á§Y¬y¤J¦å²G¡C
Do not confuse ¡§production¡¨ of RBCs with ¡§storage¡¨¡Xthey are formed in marrow then released immediately.",
0323,"ÃD¥Ø?23
???°Ñ¦Òµª®×¡GC

???¸Ô²Ó¸ÑÄÀ¡G
¤[§¤®É¡A°©Àf¦Ù¯Ê¥F¬¡°Ê¡A¾É­PÀR¯ß»P²O¤Ú²G¬y°Ê´îºC¡C
During prolonged sitting, the lack of skeletal muscle contraction slows the flow of venous blood and lymph.

²ÕÂ´²Gº¢¯d¦b¤UªÏ¡A¾É­P²GÅé¿n»E¨Ã§Î¦¨¸~µÈ¡C
Tissue fluid then accumulates in the legs, causing swelling.

¿ï¶µ?A?¿ù¦b®ñ®ð¶q¥¼¥²ª½±µ¤U­°¡FB?¿ù¦bÀR¯ß¦åÀ£¤Ï¦Ó¤É°ª¡FD?»¡²GÅé³Q§l¤JÀR¯ß¤]¤£²Å¹ê»Ú¡C
A?is incorrect because oxygen level isn¡¦t the key issue; B?wrongly claims reduced venous pressure; D?incorrectly suggests fluid reabsorption increases.

???¦Ò¸Õ´£¿ô¡G
¥X²{¡uªø³~­¸¦æ¡B¯¸¥ß¤Ó¤[¡BÀR¯ß¦±±i¡v?=?­nÁp·Q¨ì?¦Ù¦×¬¦§@¥Î´î®z ¡÷?²ÕÂ´²G¿n»E ¡÷?¸~µÈ¡C
Whenever you see ¡§long flight, prolonged standing, varicose veins,¡¨ link it to weak muscle pump ¡÷ fluid accumulation ¡÷ swelling.",
0324,"?? Question 24
?? °Ñ¦Òµª®×
D

?? ¸Ô²Ó¸ÑÄÀ
¦b¯Ê®ñ¡]¹½®ñ¡^Àô¹Ò¤U¡A»Ã¥Àµß·|§â¸²µå¿}¤À¸Ñ¬°¤A¾J»P¤G®ñ¤ÆºÒ¡C
Under anaerobic conditions, yeast breaks down glucose into ethanol and carbon dioxide.

¥Í¦¨ªº¤G®ñ¤ÆºÒ®ðÅé·|¦b²¾²GºÞ¤W¤É¨Ã³Qªo¼hªý¾×¶h¥X¡A³vº¥§Î¦¨®ðªw¨Ã±À¨Ï²G­±¤U­°¡C
The carbon dioxide gas produced accumulates beneath the oil layer in the pipette, and the increasing gas volume pushes the liquid level downward.

¦]¦¹²G­±¤U­°¡A¦Ó«D¤W¤É¡C³o¼ËªºÅÜ¤Æ¤Ï¬M¥Xµo»Ã¹Lµ{¤¤®ðÅéÄÀ©ñªº±¡ªp¡C
Hence, the liquid level falls rather than rises, showing gas release from fermentation.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

A / B¡]²G­±¤W¤É¡^¡G­Y­n²G­±¤W¤É¡A®ðÅé¥²¶·³Q§l¦¬©Î·»¸Ñ¡A»P¹êÅçÆ[¹î¬Û¤Ï¡C
Upward movement would only occur if gas were absorbed, which does not happen here.
C¡]®ø¯Ó¤F«e¸²µå¿}¡^¡G¿}ªº®ø¯Ó¤£·|§ïÅÜ²G­±¦ì¸m¡A¦]²G­±ÅÜ¤Æ¥D­n¨ú¨M©ó®ðÅéÅé¿n§ïÅÜ¡C
Sugars being consumed do not directly affect the liquid level; gas formation does.
?? ¦Ò¸Õ´£¿ô

¤G®ñ¤ÆºÒÅé¿n¼W¥[ ¡÷ ²G­±¤U­°¡C
Increase in CO? volume ¡÷ liquid level falls.
±`¨£¿ù»~¡G§â¡u®ðÅé²£¥Í¡v»~»{¬°¡u®ðªw¤W¤É¥O²G­±¤W¤É¡v¡C¹ê»Ú¤W¬O®ðÅé±ÀÀ£²G­±¦V¤U¡C
Common mistake: thinking gas bubbles make the liquid rise ¡X they actually push it down.",
0325,"?? Question 25
?? °Ñ¦Òµª®×
D

?? ¸Ô²Ó¸ÑÄÀ
±±¨î²Õ¡]¹ï·Ó²Õ¡^¬O¬°¤F½T«OÆ[¹î¨ìªºÅÜ¤Æ¬O¥Ñ¡u¬¡»Ã¥Àµß¡v¤Þ°_¡A¦Ó¤£¬O¨ä¥L¦]¯À¡C
A control set-up ensures that any observed change is caused specifically by the living yeast, not other variables.

¦]¦¹¡A¹ï·Ó²ÕÀ³¨Ï¥Î¤w³QµN¼ô©Î±þ¦ºªº»Ã¥Àµß·»²G¡A¦]¬°¦º»Ã¥ÀµLªk²£¥Í¤A¾J©Î¤G®ñ¤ÆºÒ¡A²G­±¤£·|¤U­°¡C
Hence, a control using boiled (dead) yeast is suitable, as it cannot produce ethanol or CO? ¡X the liquid level remains unchanged.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

A¡]¯ÂµNªmªº¸²µå¿}·»²G¡^¡G¨S¦³»Ã¥Àµß°Ñ»P¡A¤£¯àÅã¥Ü¬O§_¬°¥Íª«§@¥Î©Ò¤Þ°_¡C
No yeast means no biological variable ¡X not a meaningful control.
B¡]´î¤ÖªÅ®ð¶q¡^¡G¦¹¹êÅç¤w¬O¹½®ñ±ø¥ó¡A¤£»Ý¦A§ïÅÜªÅ®ð¶q¡C
The set-up is already anaerobic; changing air amount is irrelevant.
C¡]¨Ï¥Î¬¡»Ã¥À¦ý¤£¦P¿@«×¡^¡G³o¼Ë·|¤Þ¤J¨â­ÓÅÜ¶q¡]¬¡©Ê»P¿@«×¡^¡A¯}Ãa±±¨î­ì«h¡C
Changing both yeast viability and concentration breaks the one-variable rule.
?? ¦Ò¸Õ´£¿ô
? ¹ï·Ó¹êÅç­ì«h¡G¥u§ïÅÜ¤@­Ó¦ÛÅÜ¶q¡A¨ä¥L±ø¥ó§¹¥þ¤@­P¡C
Control experiments change only one factor while keeping all others constant.
? ±±¨î²Õµ²ªGÀ³µLÅÜ¤Æ¡A¥H§@¤ñ¸û°ò·Ç¡C
The control should show no reaction, serving as a baseline.",
0326,"?? Question 26
?? °Ñ¦Òµª®×
D

?? ¸Ô²Ó¸ÑÄÀ
Áx¥Ä¤¤ªºÁxÆQ¡]bile salts¡^¥i±N¯×ªÕ¤À¸Ñ¦¨·L¤p¯×ªÕºw¡]fat droplets¡^¡A¹Lµ{ºÙ¬°¨Å¤Æ§@¥Î¡]emulsification¡^¡C
Bile salts break large fat globules into tiny droplets, known as emulsification.

³o¼Ë¯à¤j´T«×¼W¥[¯×ªÕªºªí­±¿n¡A¨Ï**¯×ªÕ?¡]lipase¡^**¥i¥H§ó¦³®Ä¦a§@¥Î¨ä¤W¡C
This increases the surface area of the fats for lipase to act more efficiently.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

A¡G¯×ªÕ»Äªº²£¥Í¬O¯×ªÕ?¤À¸Ñªºµ²ªG¡A¦Ó«D¨Å¤Æ¥»¨­ªº¹Lµ{¡C
Fatty acids are formed after enzymatic digestion, not during emulsification.
B¡GÁx¥Ä¥»¨­¤£§t»Ã¯À¡A37¢XC ¬O¤HÅé»Ã¯Àªº³Ì¾A·Å«×¡A¦ý»PÁx¥ÄµLÃö¡C
Bile has no enzymes, so temperature optimization is irrelevant here.
C¡GÁx¥Ä¥Ñ¨xÅ¦²£¥Í¡A¦bÁxÅnÀx¦s«áÄÀ¤J¤Q¤G«ü¸zµo´§§@¥Î¡A¦ý»¡©ú¤£¤Î D ¨ãÅé¡C
It¡¦s true bile acts in the duodenum, but D better describes the mechanism (emulsification).
?? ¦Ò¸Õ´£¿ô

??¡uÁx¥Ä¨Å¤Æ¡v¡Ú¡u¯×ªÕ?¤À¸Ñ¡v¡X «eªÌ¬Oª«²z§@¥Î¡A«áªÌ¬O¤Æ¾Ç¤À¸Ñ¡C
?? Emulsification ¡Ú digestion ¡X it¡¦s physical dispersion, not chemical breakdown.
°O¦íÁx¥Ä¼W¥[ªí­±¿n¥H¥[³t¯×ªÕ®ø¤Æ¡C
Remember: bile increases surface area for faster lipid digestion.",
0327,"?? Question 27
?? °Ñ¦Òµª®×
C

?? ¸Ô²Ó¸ÑÄÀ
µ²ºc X ¬°®ð¤Õ¡]stoma¡^¡A¥D­n¥\¯à¬OÅý¤G®ñ¤ÆºÒ¶i¤J¸­¤ù¶i¦æ¥ú¦X§@¥Î¡C
Structure X is a stoma, whose main function is to allow CO? to enter the leaf for photosynthesis.

·í®ð¤Õ¶}±Ò®É¡ACO?¥iÂX´²¤J¸­¦×²Ó­M¡F·í®ð¤Õ³¬¦X®É¡A¤ô¤À´²¥¢¥i´î¤Ö¡C
When open, CO? diffuses into mesophyll cells; when closed, it reduces water loss.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

A¡]§l¦¬¤ô¤À¡^¡G®ð¤Õ¤£¯à§l¤ô¡F¤ô¤À¬O¥Ñ®Ú§l¦¬«á¸g¾ÉºÞ¿é°e¡C
Stomata don¡¦t absorb water ¡X roots do that via xylem.
B¡]Åý¶§¥ú¶i¤J¡^¡G¥ú¶i¤J¸­¤ù¬O¾ã­Óªí¥Ö³z¥úªºµ²ªG¡A¤£¬O®ð¤ÕÂ¾¯à¡C
Light passes through the epidermis, not specifically through stomata.
D¡]½Õ¸`¤ºÀ£¤O¡^¡G®ð¤Õ¶}³¬½Õ¸`®ðÅé¥æ´«»P¤ô¤À´²¥¢¡A¦ý«D¬°¤F¥­¿Å®ðÀ£¡C
Stomata regulate gas and water exchange, not to equalize pressure.
?? ¦Ò¸Õ´£¿ô
?? ®ð¤Õ¤T¤j¥\¯à¡G
1?? §l¤J CO?¡]¥ú¦X§@¥Î¡^
2?? ±Æ¥X O?¡]¤ô»]®ð´²¥¢¡^
3?? ±±¨î»]ÄË§@¥Î³t²v

Main stomatal functions:
1?? Allow CO? in
2?? Release O? and water vapour
3?? Regulate transpiration rate",
0328,"?? Question 28
?? °Ñ¦Òµª®×
A

?? ¸Ô²Ó¸ÑÄÀ
¸­¤ù¾î¤Á­±¥i¨£¤W¤Uªí¥Ö²Ó­M»P²¨ÃPªº®üºø²ÕÂ´¡A¤º³¡¥Rº¡¤j¶q®ðµÄ¡C
The cross-section shows upper and lower epidermis with spongy mesophyll full of air spaces.

³oºØµ²ºc¨Ï¸­¤ù¯àº}¯B©ó¤ô­±¡A®ðµÄ´£¨Ñ¯B¤O¨Ã§Q©ó®ðÅé¥æ´«¡C
These air spaces provide buoyancy and facilitate gas exchange, enabling the leaf to float.

¦]¦¹¸Ó¤Á¤ù¥X¦Û¯B¦b¤ô­±ªº¸­¤ù¡]¦pºÎ½¬¸­¡^¡C
Hence, the leaf is from a floating leaf, like a water lily.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

B¡]¨I¤ô¸­¡^¡G¨I¤ô¸­µL»Ý¨¾¤ô¤À»]µo¡A¬GµL©úÅã®ð¤Õ©Î«p¨¤½è¼h¡Aµ²ºc§¹¥þ¤£¦P¡C
Submerged leaves lack stomata and thick cuticles ¡X they differ drastically.
C¡]§ò¦a´Óª«¡^¡G§ò¥Í´Óª«¸­«p¡B®ðµÄ¤Ö¡B¦³¦h¼h¨¤½è¼h¥H¨¾»]ÄË¡C
Xerophyte leaves are thick, with small air spaces and thick cuticles to prevent water loss.
D¡]°ª½è´Óª«¡^¡G¤£¨ã«ü¼Ð©Ê¡A»PÅãµÛ®ðµÄ¤£²Å¡C
Terrestrial plants don¡¦t typically have such extensive air chambers.
?? ¦Ò¸Õ´£¿ô
?? ¯B¤ô¸­¯S¼x¡G

¤j®ðµÄ¡]´£¤É¯B¤O¡^
¤Wªí¥Ö¦³®ð¤Õ¡]«K©ó®ðÅé¥æ´«¡^
¤Uªí¥ÖµL®ð¤Õ¡]Á×§K¤ô¶i¤J¡^
Floating-leaf features:

Large air chambers (for buoyancy)
Stomata only on upper epidermis (for air contact)
No stomata below (prevent water entry)",
0329,"?? Question 29
?? °Ñ¦Òµª®×
C

?? ¸Ô²Ó¸ÑÄÀ
µ²ºc 2 ¬O«|¹ªºÞ¡]Eustachian tube¡^¡A³s±µ¤¤¦Õ»P«|³ï¡A§@¥Î¬O¥­¿Å¹ª½¤¨â°¼®ðÀ£¡C
Structure 2 is the Eustachian tube, which connects the middle ear with the throat to equalize air pressure on both sides of the eardrum.

·í«|¹ªºÞ³Qªý¶ë®É¡A¤¤¦Õ®ðÀ£µLªk»P¥~¬É®ðÀ£«O«ù¤@­P¡Aµ²ªG¹ª½¤·|¦V¤º©Î¦V¥~¥Y¥X¡A¨Ï¨äµLªk¦Û¥Ñ®¶°Ê¡C
When blocked, the air pressure in the middle ear cannot balance the external pressure, so the eardrum bulges inwards or outwards, preventing proper vibration.

¦]¦¹ÁnªiµLªk¥¿½T¶Ç¤J¤º¦Õ¡AÅ¥Ä±¼È®ÉÅÜ±o¼Ò½k¡C
As a result, sound waves can¡¦t transmit properly to the inner ear, causing temporary hearing loss.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

A¡]¬yÅéµLªk¬y°Ê¡^¡G¦Õ½½¤ºªº²GÅé»P¦¹µLÃö¡A¥D­n°ÝÃD¬O®ðÀ£¤£¥­¿Å¡C
The cochlear fluid remains unaffected; the issue is air pressure, not liquid flow.
B¡]µ²ºc3¹ª½¤µLªk¥~¹ª¡^¡G¹ª½¤µLªk¥¿±`®¶°Ê¨Ã«D¦]¨äµ²ºcÃa¦º¡A¦Ó¬O¦]À£¤O®t¡C
The eardrum¡¦s movement is hindered by pressure differences, not by damage itself.
D¡]µ²ºc5µLªk©ñ¤j®¶°Ê¡^¡GÅ¥¤p°©¤´¯à¹B§@¡A°ÝÃD¦b«eºÝ¹ª½¤ªº¤ÏÀ³¡C
Ossicles still function; the dysfunction starts before vibration amplification.
?? ¦Ò¸Õ´£¿ô
?? «|¹ªºÞ¥\¯à¡Gºû«ù®ðÀ£¥­¿Å¡A½T«O¹ª½¤¦Û¥Ñ®¶°Ê¡C
The Eustachian tube maintains pressure equalization so the eardrum can vibrate freely.
? ­¸¾÷°_­°®É¦Õ»ï§Y¥Ñ¦¹¾÷¨î¨üªý¦Ó°_¡C
That ¡§popping¡¨ in ears during flights results from this pressure imbalance.",
0330,"?? Question 30
?? °Ñ¦Òµª®×
C

?? ¸Ô²Ó¸ÑÄÀ
µ²ºc 1 ¬°¦Õ½½¡]cochlea¡^¡A¤º§t·P¨üÁnªiªº¤ò²Ó­M»P²GÅé¡C
Structure 1 is the cochlea, a fluid-filled structure containing sensory hair cells.

Ánªi¸g¦Õ°©¶Ç¦Ü§Z¶êµ¡¡A¤Þ°_²GÅéÀ£¤OÅÜ¤Æ¡A¨Ï¤ò²Ó­M¨ü¨ë¿E§Î¦¨¯«¸g½Ä°Ê¡]nerve impulses¡^¡C
Sound vibrations transmitted through the oval window create pressure waves in the cochlear fluid, stimulating hair cells to generate nerve impulses.

³o¨Ç½Ä°Ê¸g¥ÑÅ¥¯«¸g¶Ç¦Üµ²ºc Q¡]¸£·F©ÎÅ¥Ä±¤¤¼Ï¡^¡A³Ì²×³Q¤j¸£¸àÄÀ¬°Án­µ¡C
These impulses travel via the auditory nerve to structure Q (auditory center in the brainstem) where they are interpreted as sound.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

A / B¡]­µªi®¶°Ê¶Ç°e¡^¡GÁnªi®¶°Ê¦­¦b¹ª½¤¶¥¬q¤~¦s¦b¡F¦Õ½½¶Ç»¼ªº¬O¹q°T¸¹¡C
The cochlea transmits electrical signals, not sound vibrations.
D¡]¹q°T¸¹¶Ç¦Üµ²ºcP¡^¡GP¬°¤j¸£¥Ö¼h¡A«D¥D­nÁn­µ³B²z°Ï¡Aªì¨B³B²z¦bQ¡C
Primary auditory interpretation happens in Q, not in P (the cerebrum).
?? ¦Ò¸Õ´£¿ô
?? Án­µ¸ô®|¡G¥~¦Õ ¡÷ ¹ª½¤ ¡÷ Å¥¤p°© ¡÷ §Z¶êµ¡ ¡÷ ¦Õ½½ ¡÷ Å¥¯«¸g ¡÷ ¤j¸£¡C
The sound pathway: Outer ear ¡÷ Eardrum ¡÷ Ossicles ¡÷ Oval window ¡÷ Cochlea ¡÷ Auditory nerve ¡÷ Brain.
?? °O¦í¦Õ½½¥\¯à¬O§â¾÷±ñªiÂà¬°¹q«H¸¹¡C
Remember: The cochlea¡¦s job is to convert mechanical vibrations to nerve impulses.
",
0331,"?? Question 31
?? °Ñ¦Òµª®×
A

?? ¸Ô²Ó¸ÑÄÀ
µ²ºc P ¬O¤j¸£¡]cerebrum¡^¡A­t³dÀH·N°Ê§@¡]voluntary actions¡^»P«ä¦Ò¡B°O¾Ðµ¥°ª¶¥¥\¯à¡C
Structure P is the cerebrum, responsible for voluntary actions, thought, and higher functions.

¦b¿ï¶µ¤¤¡A¥u¦³¡u³Ü¤ô¡]drinking¡^¡vÄÝ©óÀH·N¦æ¬°¡A¥Ñ¤j¸£¥Ö¼h«ü¥O±±¨î¡C
Among the given choices, only drinking is a voluntary act directed by the cerebrum.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

B¡]½¥¤Ï®g¡^¡G¬°¤Ï®g°Ê§@¡A¥Ñ¯áÅè±±¨î¡A»P¤j¸£µLÃö¡C
The knee jerk is a spinal reflex, not under cerebral control.
C¡]¤ß¸õ¡^¡G¥Ñ©µ¸£¡]medulla oblongata¡^¦Û°Ê±±¨î¡C
The heartbeat is autonomously controlled by the medulla oblongata.
D¡]Àû¤Õ¦¬ÁY¡^¡G¥çÄÝ¤Ï®g¡A¥Ñ¤¤¸£¤Ï®g©·±±¨î¡C
Pupil constriction is a reflex controlled by the midbrain, not by conscious effort.
?? ¦Ò¸Õ´£¿ô
?? ¤j¸£ ¡X ±±¨îÀH·N°Ê§@¡C
The cerebrum controls voluntary movement.
?? ©µ¸£ ¡X ±±¨î«DÀH·N¦æ¬°¡]©I§l¡B¤ß¸õ¡^¡C
The medulla controls involuntary processes such as breathing and heartbeat.
",
0332,"?? Question 32
?? °Ñ¦Òµª®×
B

?? ¸Ô²Ó¸ÑÄÀ
§¡¿Å¶¼­¹À³¥]§t¦UÃþÀç¾i¯Àªº¾A·í¤ñ¨Ò¡A¥Hºû«ù¨­Åé°·±d»P²Ó­M¥\¯à¡C
A balanced diet contains all essential nutrients in the correct proportions to sustain body function.

³h¦å¡]anaemia¡^¥Ñ¯Ê¥FÅK½è¾É­P¡A¥i³q¹LÄá¨ú´I§tÅKªº­¹ª«¦p¬õ¦×¡B²`ºñ¸­µæ¡B¥þ½\»PÂû³J¨Ó¹w¨¾¡C
Anaemia results from iron deficiency, which can be prevented by eating iron-rich foods such as red meat, leafy greens, grains, and eggs.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

A¡]·R´þ¯f¡^¡G¥ÑHIV¯f¬r·P¬V¤Þ°_¡A»P¶¼­¹µLª½±µÃö«Y¡C
AIDS is caused by the HIV virus infection, not by dietary imbalance.
C¡]­¹ª«¤¤¬r¡^¡G¥Ñ³Q¦Ã¬Vªº­¹ª«³y¦¨¡A»PÀç¾i¤£§¡µLÃö¡C
Food poisoning results from contaminated food, not lack of nutrients.
D¡]¦âª¼¡^¡GÄÝ¿ò¶Ç©Ê¯e¯f¡A»PÀç¾iÄá¨úµL¯A¡C
Colour blindness is genetic and unrelated to nutrition.
?? ¦Ò¸Õ´£¿ô
?? §¡¿Å¶¼­¹ = ³J¥Õ½è¡BºÒ¤ô¤Æ¦Xª«¡B¯×ªÕ¡Bºû¥Í¯À¡BÄqª«½è»P¤ô¤»¤jÀç¾i¯À¬Ò¨¬°÷¡C
A balanced diet includes adequate proteins, carbs, fats, vitamins, minerals, and water.
?? ¯Ê¥FÅK ¡÷ ³h¦å¡F¯Ê¥Fºû¥Í¯ÀC ¡÷ Ãa¦å¯f¡F¯Ê¥Fºû¥Í¯ÀD ¡÷ §FÜ¼¯f¡C
Iron deficiency ¡÷ anaemia; Vitamin C deficiency ¡÷ scurvy; Vitamin D deficiency ¡÷ rickets.",
0333,"?? Question 33
?? °Ñ¦Òµª®×
B

?? ¸Ô²Ó¸ÑÄÀ
©}¦Ù¡]flexor¡^¦b¦¬ÁY®É¨ÏÃö¸`Ås¦±¡C
A flexor muscle bends a joint upon contraction.

¦Ù¦× 1 ¦¬ÁY®É¨Ï½¥Ãö¸`Ås¦±¡A¦Ó¦Ù¦× 3 ¦¬ÁY®É¨Ï¸}½ïÃö¸`Ås¦±¡C
Muscle 1 bends the knee, and muscle 3 bends the ankle when contracting.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

A¡]¦Ù1¡B2¡^¡G¦Ù¦×2¦ì©ó¤U»L«e°¼¡A¬O¦ù¦Ù¦Ó«D©}¦Ù¡C
Muscle 2 is an extensor, not a flexor.
C¡]¦Ù2¡B4¡^¡G¨âªÌ¬ÒÄÝ¦ù¦Ù¡A­t³d¦ùª½Ãö¸`¡C
Muscles 2 and 4 are both extensors.
D¡]¦Ù3¡B4¡^¡G¦Ù4¬°¦ù¦Ù¡A¤£²Å¦X©}¦Ù©w¸q¡C
Muscle 4 is an extensor, not a flexor.
?? ¦Ò¸Õ´£¿ô
?? ©}¦Ù»P¦ù¦Ù¬°«ú§Ü¦Ù¹ï¡]antagonistic pair¡^¡C
Flexors and extensors always work as antagonistic pairs.
·í¤@¤è¦¬ÁY¡A¥t¤@¤è¥²ÃP¦¢¡A«O«ù¹B°Ê¨ó½Õ¡C
When one contracts, the other relaxes to allow movement.
",
0334,"?? Question 34
?? °Ñ¦Òµª®×
A

?? ¸Ô²Ó¸ÑÄÀ
µ²ºc X ¬O¦Ù¸x¡]tendon¡^¡A³s±µ¦Ù¦×4»P¤p»L°©¡C
Structure X is a tendon attaching muscle 4 to the lower leg.

·í¦Ù¦×4¡]¦ù¦Ù¡^¦¬ÁY®É¡A·|¦ùª½½¥Ãö¸`¡C­YXÂ_µõ¡A¦Ù¦×4µLªk©Ô°Ê¤p»L¡C
When muscle 4 contracts, it extends the knee joint; if X is broken, muscle 4 cannot pull or straighten the lower leg.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

B¡]¤W»LµLªk²¾°Ê¡^¡G¤j»Lªº¹B°Ê¥ÑÆb¦Ù¥D¾É¡A»PXµLÃö¡C
Upper leg movement is controlled by hip muscles, not this tendon.
C¡]Ãö¸`²¾°Ê¨¤«×¡^¡GÃö¸`¬¡°Ê¤è¦V¥Ñ°©µ²ºc¨M©w¡A¤£¨ü¦Ù¦×±±¨î¡C
The plane of motion depends on joint type, not muscle attachment.
D¡]4¦¬ÁY®É¦Û¨­©µªø¡^¡G¦Ù¦×¦¬ÁY®Éµ´¤£·|©µªø¡A³o»P¦Ù¦×­ì²z¬Û®¯¡C
Muscles never lengthen during contraction; this contradicts muscle physiology.
?? ¦Ò¸Õ´£¿ô
?? ¦Ù¸x¡]tendon¡^³s±µ¦Ù¦×»P°©Àf¡A¶Ç»¼©Ô¤O²£¥Í¹B°Ê¡C
A tendon anchors muscles to bones, transmitting the pulling force for movement.
­Y¦Ù¸x·l¶Ë¡A¬ÛÃö¦Ù¦×§Y³à¥¢¥\¯à¡C
If a tendon breaks, the connected muscle cannot function properly.",
0335,"?? Question 35
?? °Ñ¦Òµª®×
B

?? ¸Ô²Ó¸ÑÄÀ
·í®ð·Å±q 25¢XC ­°¦Ü 15¢XC ®É¡A¤HÅé·|±Ò°Ê¦hºØ½Õ¸`Åé·Åªº¾÷¨î¥H¨¾¤î¼ö¶q³à¥¢¡C
When air temperature drops from 25¢XC to 15¢XC, the body activates several thermoregulatory mechanisms to minimize heat loss.

(1) ¥Ñ©ó·Å®t¼W¤j¡A§ó¦h¼ö¶q³z¹L¶Ç¾É¡B¹ï¬y»P¿ç®g´²¥¢¨ì¥~¬É¡A¨Ïªí­±·Å«×¤U­°¡C
(1) A greater temperature gradient increases heat loss by conduction, convection, and radiation, lowering skin temperature.

(2) ¸û§Cªº¥~¬É·Å«×¨Ï¦½²G¤Àªc´î¤Ö¡A»]µo´²¼ö¦]¦Ó´î®z¡C
(2) The cooler environment causes sweat secretion to decrease, reducing evaporative cooling.

(3) ¥Ö½§¤p°Ê¯ß¦¬ÁY¡A´î¤Ö¦å²G¬y¦VÅéªí¡A¶i¤@¨B´î¤Ö±q¥Ö½§¬y¥¢ªº¼ö¶q¡C
(3) Cutaneous arterioles constrict, diverting blood away from the surface and reducing heat loss.

¦]¦¹ (2) ©M (3) ¹ï¥Ö½§·Å«×¤U­°ªº¼vÅT³ÌÅãµÛ¡C
Hence, points (2) and (3) are the key contributors to reduced skin temperature.

?? ¬°¦ó¤£¬O¨ä¥Lµª®×

A¡]1©M2¡^¡G´²¼ö¼W¥[·|´£°ª¥Ö½§·Å«×¤U­°´T«×¡A¦ý¦b§NÀô¹Ò¤¤Åé¤º¹ê»Ú¤W¬O§í¨î´²¼ö¦Ó«D¼W¥[¡C
Increased heat dissipation (1) doesn¡¦t align with the body¡¦s effort to conserve heat in cold.
C¡]1©M3¡^¡G1 ¿ù»~¡F¨­Åé¦b§NÀô¹Ò·|­°§C¦Ó«D´£°ª´²¼ö¡C
(1) is wrong since the body reduces, not enhances, heat loss.
D¡]1¡B2¡B3¡^¡G¥]§t¥Ù¬Þªº¶µ¥Ø (1)¡C
Includes conflicting condition (1).
?? ¦Ò¸Õ´£¿ô
?? ¤HÅé´²¼ö¦³¥|³~®|¡G¶Ç¾É¡B¹ï¬y¡B¿ç®g¡B»]µo¡C
Heat leaves the body via conduction, convection, radiation, and evaporation.
?? ·íÀô¹ÒÅÜ§N®É ¡÷ ¦åºÞ¦¬ÁY¡B¥X¦½´î¤Ö¡B¤ò¾v½Ý¥ß¡A¬Ò¬°«O·Å¾÷¨î¡C
When it¡¦s cold ¡÷ vasoconstriction, reduced sweating, and piloerection occur to conserve body heat.",
